"schemaVersion","gameName","numPlayers","numCells","numVertices","numEdges","numRows","numColumns","numCorners","numComponents","numPhases","numPlayableSites","avgNumDirections","avgNumOrthogonal","avgNumDiagonal","isStacking","isStochastic","isAlternating","hasHiddenInfo","requiresTeams","hasTrack","hasCard","hasHandDice","hasHeuristics","isVertexGame","isEdgeGame","isCellGame","isDeductionPuzzle"
"2","Mysore Tiger Game","2","0","6","8","3","5","5","2","2","7","2.67","2.67","0.0","0","0","1","0","0","0","0","0","1","1","0","1","0"
"2","Neg Tugal Tuux","2","31","64","125","32","2","4","2","1","64","4.88","3.91","0.97","0","0","1","0","0","0","0","0","1","1","0","0","0"
"2","Nuktagaq","2","34","33","69","7","7","16","2","1","34","4.18","4.18","0.0","0","0","1","0","0","0","0","0","1","1","0","1","0"
"2","Orissa Tiger Game (Four Tigers)","2","32","25","56","5","5","4","2","2","58","4.48","4.48","0.0","0","0","1","0","0","0","0","0","1","1","0","1","0"
"2","Orissa Tiger Game (One Tiger)","2","36","31","66","7","5","7","2","1","31","4.52","4.26","0.26","0","0","1","0","0","0","0","0","1","1","0","0","0"
"2","Pon Chochotl","2","32","25","56","5","5","4","2","1","25","4.48","4.48","0.0","0","0","1","0","0","0","0","0","1","1","0","0","0"
"2","Pulijudamu","2","8","19","30","5","9","5","2","3","29","4.42","3.16","1.26","0","0","1","0","0","0","0","0","1","1","0","1","0"
"2","Refskak","2","40","33","72","7","7","16","2","1","33","4.36","4.36","0.0","0","0","1","0","0","0","0","0","1","1","0","0","0"
"2","Renard et les Poules","2","40","33","72","7","7","16","2","2","34","4.36","4.36","0.0","0","0","1","0","0","0","0","0","1","1","0","1","0"
"2","Rimau-Rimau (One Tiger)","2","40","37","76","9","5","10","2","4","79","4.54","4.11","0.43","0","0","1","0","0","0","0","0","1","1","0","1","0"
"2","Rimau-Rimau (Two Tigers)","2","40","37","76","9","5","10","2","5","79","4.54","4.11","0.43","0","0","1","0","0","0","0","0","1","1","0","1","0"
"2","Rimoe","2","40","37","76","9","5","10","2","2","79","4.54","4.11","0.43","0","0","1","0","0","0","0","0","1","1","0","1","0"
"2","Sher Bakar","2","32","25","56","5","5","4","2","1","25","4.48","4.48","0.0","1","0","1","0","0","0","0","0","0","1","0","0","0"
"2","Sher Bakr","2","0","7","10","5","5","3","2","1","9","2.86","2.86","0.0","1","0","1","0","0","0","0","0","0","1","0","1","0"
"2","Shi Liu Kan Tsiang Kun","2","36","31","66","7","7","7","2","1","31","4.52","4.26","0.26","0","0","1","0","0","0","0","0","1","1","0","0","0"
"2","Shui Yen Ho-Shang","2","36","29","64","7","5","6","2","1","29","4.41","4.41","0.0","0","0","1","0","0","0","0","0","1","1","0","0","0"
"2","Sumi Naga Game (Hunt)","2","32","25","56","5","5","4","2","2","58","4.48","4.48","0.0","0","0","1","0","0","0","0","0","1","1","0","1","0"
"2","Three Musketeers","2","25","36","60","5","5","4","2","1","25","5.76","3.2","2.56","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","To Kinegi tou Lagou","2","8","41","64","11","11","4","6","4","53","3.12","3.12","0.0","0","0","1","0","0","0","0","0","0","1","0","1","0"
"2","Uxrijn Ever","2","16","18","33","10","18","5","3","1","18","3.67","3.67","0.0","0","0","1","0","0","0","0","0","1","1","0","0","0"
"2","Wolf and Sheep","2","64","81","144","8","8","4","2","1","64","6.56","3.5","3.06","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Wolf und Schaaf","2","64","81","144","8","8","4","2","2","65","6.56","3.5","3.06","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Yaguarete Kora","2","36","31","66","7","5","7","2","1","31","4.52","4.26","0.26","0","0","1","0","0","0","0","0","0","1","0","0","0"
"2","Yeung Luk Sz' Kon Tseung Kwan","2","36","49","84","11","7","5","2","1","49","6.2","3.43","2.78","0","0","1","0","0","0","0","0","1","1","0","0","0"
"2","Atom","2","0","49","84","28","43","7","2","1","51","3.43","3.43","0.0","0","0","1","0","0","0","0","0","0","1","0","1","0"
"2","Dodgem","2","9","16","24","3","3","4","2","1","9","4.44","2.67","1.78","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Grand Trictrac","2","12","26","37","2","13","4","4","1","28","4.69","2.85","1.85","0","0","1","0","0","0","0","0","0","1","0","1","0"
"2","Julbahar","2","12","26","37","2","13","4","4","1","28","4.69","2.85","1.85","0","0","1","0","0","0","0","0","0","1","0","1","0"
"2","Mahbouseh","2","12","26","37","2","13","4","4","1","28","4.69","2.85","1.85","0","0","1","0","0","0","0","0","0","1","0","1","0"
"2","Mughrabieh","2","12","26","37","2","13","4","4","1","28","4.69","2.85","1.85","0","0","1","0","0","0","0","0","0","1","0","1","0"
"2","Tavli","2","12","26","37","2","13","4","4","1","28","4.69","2.85","1.85","0","0","1","0","0","0","0","0","0","1","0","1","0"
"2","Agon","2","91","216","306","11","11","6","4","1","91","9.89","5.27","4.62","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Aralzaa","2","9","16","24","3","3","4","2","1","9","4.44","2.67","1.78","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Bajr","2","36","49","84","6","6","4","2","1","36","6.11","3.33","2.78","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Barca","2","100","121","220","10","10","4","6","1","100","6.84","3.6","3.24","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Camelot","2","160","189","348","12","16","20","4","1","160","7.12","3.65","3.48","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Cascades","2","92","223","314","8","15","4","2","2","94","9.59","5.17","4.41","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Chinese Checkers","6","121","294","414","17","17","12","6","2","121","9.62","5.16","4.46","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Conspirateurs","2","289","324","612","17","17","4","2","2","291","7.31","3.76","3.54","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Gadis","2","60","85","144","30","30","24","2","1","60","6.0","3.6","2.4","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Grasshopper","2","64","81","144","8","8","4","2","2","64","6.56","3.5","3.06","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Halma","2","256","289","544","16","16","4","2","2","256","7.27","3.75","3.52","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","O-Pat-Kono","2","16","25","40","5","5","4","2","1","25","5.76","3.2","2.56","0","0","1","0","0","0","0","0","1","1","0","0","0"
"2","Salta","2","100","121","220","10","10","4","30","1","100","6.84","3.6","3.24","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Shanzak Kammar","2","40","37","92","9","5","10","2","1","37","5.41","4.97","0.43","0","0","1","0","0","0","0","0","0","1","0","0","0"
"2","Tandems","2","25","36","60","5","5","4","2","1","25","5.76","3.2","2.56","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Aboyne","2","61","150","210","9","9","6","2","1","61","9.44","5.11","4.33","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Aime","4","29","35","60","17","17","7","10","2","72","6.74","3.43","3.31","0","0","1","1","0","1","0","0","0","1","0","1","0"
"2","Archimedes","2","64","81","144","8","8","4","2","1","66","6.56","3.5","3.06","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Arimaa","2","64","81","144","8","8","4","12","3","76","6.56","3.5","3.06","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Ashere","4","0","32","60","17","17","4","5","2","40","3.75","3.75","0.0","0","0","1","1","0","1","0","0","0","1","0","1","0"
"2","Bison","2","77","96","172","7","11","4","3","1","77","6.65","3.53","3.12","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Bombardment","2","64","81","144","8","8","4","2","1","64","6.56","3.5","3.06","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Breakthrough","2","64","81","144","8","8","4","2","1","64","6.56","3.5","3.06","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Celticator","2","41","44","84","11","11","4","3","1","127","6.24","1.76","3.51","0","0","1","0","0","0","0","0","0","0","1","1","0"
"2","Center","2","64","81","144","9","9","4","2","1","81","6.72","3.56","3.16","0","0","1","0","0","0","0","0","0","1","0","0","0"
"2","Diaballik","2","49","64","112","7","7","4","4","1","49","6.37","3.43","2.94","1","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Fianco","2","81","100","180","9","9","4","2","1","81","6.72","3.56","3.16","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Football Chess","2","81","100","180","9","9","4","11","1","81","6.72","3.56","3.16","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Gauntlet","2","64","81","144","8","8","4","4","1","64","6.56","3.5","3.06","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Geister","2","36","49","84","6","6","4","4","2","40","6.11","3.33","2.78","0","0","1","1","0","0","0","0","0","0","0","1","0"
"2","India","2","36","49","84","6","6","4","2","1","38","6.11","3.33","2.78","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Jeson Mor","2","81","100","180","9","9","4","2","1","81","6.72","3.56","3.16","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Jungle","2","63","80","142","9","7","4","16","1","63","6.54","3.49","3.05","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","King's Valley","2","25","36","60","5","5","4","4","1","25","5.76","3.2","2.56","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Knightthrough","2","64","81","144","8","8","4","2","1","64","6.56","3.5","3.06","0","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Kos","2","49","64","112","7","7","4","9","2","51","6.37","3.43","2.94","1","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Murus Gallicus","2","56","72","127","7","8","4","2","1","56","6.46","3.46","3.0","1","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Neutron","2","25","36","60","5","5","4","3","1","25","5.76","3.2","2.56","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Pylos","2","14","30","96","4","4","4","2","1","32","8.27","6.4","1.87","0","0","1","0","0","0","0","0","1","1","0","1","0"
"2","Quoridor","2","81","100","180","9","9","4","3","1","263","6.72","3.56","3.16","0","0","1","0","0","0","0","0","1","0","1","1","0"
"2","Reach Chess","2","64","81","144","8","8","4","12","1","64","6.56","3.5","3.06","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Santorini","2","25","36","60","5","5","4","6","2","27","5.76","3.2","2.56","1","0","1","0","0","0","0","0","1","0","0","1","0"
"2","Sneakthrough","2","64","81","144","8","8","4","2","1","64","6.56","3.5","3.06","0","0","1","1","0","0","0","0","0","0","0","1","0"
"2","Spinimax","3","14","30","96","7","7","4","3","1","30","8.27","6.4","1.87","0","0","1","0","0","0","0","0","0","1","0","0","0"
"2","Squadro","2","32","45","76","7","7","8","2","1","45","6.22","3.38","2.84","0","0","1","0","0","0","0","0","1","1","0","0","0"
"2","Stairs","2","36","49","84","6","6","4","2","1","36","6.11","3.33","2.78","1","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Thales","2","64","160","223","8","8","4","2","1","64","9.19","5.03","4.16","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","The Pawn Game","2","64","81","144","8","8","4","2","1","64","6.56","3.5","3.06","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","There and Back","2","36","57","96","8","8","12","2","1","36","5.0","2.67","2.33","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Zonesh","2","36","49","84","6","6","4","2","1","36","6.11","3.33","2.78","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Diagonals","2","49","64","112","8","8","4","2","1","64","6.56","3.5","3.06","0","0","1","0","0","0","0","0","0","1","0","0","0"
"2","Momentum","2","49","64","112","7","7","4","2","1","49","6.37","3.43","2.94","0","0","1","0","0","0","0","0","0","0","0","1","0"
"2","Splastwo","2","14","30","96","4","4","4","2","1","30","8.27","6.4","1.87","0","0","1","0","0","0","0","0","0","1","0","0","0"
"2","Bao Ki Arabu (Zanzibar 1)","2","21","32","52","4","8","4","1","1","55","5.88","3.25","2.62","0","0","1","0","0","1","0","0","1","1","0","1","0"
"2","Bao Ki Arabu (Zanzibar 2)","2","21","32","52","4","8","4","1","1","55","5.88","3.25","2.62","0","0","1","0","0","1","0","0","1","1","0","1","0"
"2","Bao Kiswahili (DR Congo)","2","21","32","52","4","8","4","1","1","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Bao Kiswahili (East Africa)","2","21","32","52","4","8","4","1","1","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Bao","2","21","32","52","4","8","4","1","1","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Chiana wa Bwalo","2","45","64","108","4","16","4","1","1","111","6.19","3.38","2.81","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Chiana wa Kunja","2","45","64","108","4","16","4","2","1","110","6.19","3.38","2.81","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Chisolo","2","18","28","45","4","7","4","1","2","30","5.79","3.21","2.57","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Choro (Acholi)","2","21","32","52","4","8","4","1","2","32","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Choro (Lango)","2","21","32","52","4","8","4","1","2","32","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Dongjintian (Four Players)","4","12","20","31","4","5","4","1","1","36","5.5","3.1","2.4","0","0","1","0","0","0","0","0","0","1","0","1","0"
"2","Hawalis","2","18","28","45","4","7","4","1","1","48","5.79","3.21","2.57","0","0","1","0","0","1","0","0","1","1","0","1","0"
"2","Hus (Damara)","2","33","48","80","4","12","4","1","1","83","6.08","3.33","2.75","0","0","1","0","0","1","0","0","1","1","0","1","0"
"2","Hus (Nama)","2","45","64","108","4","16","4","1","3","66","6.19","3.38","2.81","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Ikibuguzo (Opening 1)","2","21","32","52","4","8","4","1","4","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Ikibuguzo (Opening 2)","2","21","32","52","4","8","4","1","2","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Isolo","2","21","32","52","4","8","4","1","5","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Katra Boaoaka","2","21","32","52","4","8","4","1","1","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Katra","2","21","32","52","4","8","4","1","1","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Katro Bevohoka","2","15","24","38","4","6","4","1","1","24","5.67","3.17","2.5","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Kisolo (Lali)","2","21","32","52","4","8","4","1","1","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","1","1","0","1","0"
"2","Kisolo","2","18","28","45","4","7","4","1","1","28","5.79","3.21","2.57","0","0","1","0","0","1","0","0","1","1","0","0","0"
"2","Kubuguza","2","21","32","52","4","8","4","1","1","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Lisolo","2","21","32","52","4","8","4","1","2","32","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Lobudok","2","21","32","52","4","8","4","1","1","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Makonn","2","27","40","66","4","10","4","1","2","40","6.0","3.3","2.7","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Mangola","2","21","32","52","4","8","4","1","3","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Mefuvha","2","45","64","108","4","16","4","1","1","111","6.19","3.38","2.81","0","0","1","0","0","1","0","0","1","1","0","1","0"
"2","Misoro Tsoro (Additional Capture)","2","21","32","52","4","8","4","1","2","32","5.88","3.25","2.62","0","0","1","0","0","1","0","0","1","1","0","0","0"
"2","Misoro Tsoro","2","21","32","52","4","8","4","1","2","32","5.88","3.25","2.62","0","0","1","0","0","1","0","0","1","1","0","0","0"
"2","Moruba","2","33","48","80","4","12","4","1","1","83","6.08","3.33","2.75","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Msuwa wa Kunja","2","27","40","66","4","10","4","1","1","40","6.0","3.3","2.7","0","0","1","0","0","1","0","0","1","1","0","0","0"
"2","Msuwa","2","27","40","66","4","10","4","1","1","40","6.0","3.3","2.7","0","0","1","0","0","1","0","0","1","1","0","0","0"
"2","Musoro Tsoro","2","21","32","52","4","8","4","1","1","32","5.88","3.25","2.62","0","0","1","0","0","1","0","0","1","1","0","0","0"
"2","Muvalavala (Luena)","2","15","24","38","4","6","4","1","2","41","5.67","3.17","2.5","0","0","1","0","0","1","0","0","1","1","0","1","0"
"2","Muvalavala (Quioco)","2","15","24","38","4","6","4","1","1","24","5.67","3.17","2.5","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Mwambulula","2","21","32","52","4","8","4","1","2","55","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Mweiso","2","21","32","52","4","8","4","1","2","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Mwendo","4","27","40","66","4","10","4","4","1","40","6.0","3.3","2.7","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Mweso","2","21","32","52","4","8","4","1","2","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Namudilakunze","2","18","28","45","4","7","4","1","2","30","5.79","3.21","2.57","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Nchayo","2","12","20","31","4","5","4","1","1","34","5.5","3.1","2.4","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Nchuwa","2","15","24","38","4","6","4","1","6","24","5.67","3.17","2.5","0","0","1","0","0","1","0","0","1","1","0","0","0"
"2","Ngolo","2","24","36","59","4","9","4","1","1","36","5.94","3.28","2.67","0","0","1","0","0","1","0","0","1","1","0","0","0"
"2","Ngulungu","2","18","28","45","4","7","4","2","1","28","5.79","3.21","2.57","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Njombwa (One Counter)","2","21","32","52","4","8","4","1","4","32","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Njombwa (Two Counters)","2","21","32","52","4","8","4","1","1","32","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Njombwa","2","21","32","52","4","8","4","1","3","32","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Nsolo","2","27","40","66","4","10","4","1","1","40","6.0","3.3","2.7","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Nsumbi","2","21","32","52","4","8","4","1","2","32","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Otep","2","21","32","52","4","8","4","1","4","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Owela (Benguela)","2","33","48","80","4","12","4","1","1","83","6.08","3.33","2.75","0","0","1","0","0","1","0","0","1","1","0","1","0"
"2","Pereauni","2","21","32","52","4","8","4","1","2","32","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","0","0"
"2","Quela","2","15","24","38","4","6","4","1","4","41","5.67","3.17","2.5","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Quendo","4","21","32","52","4","8","4","4","1","36","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Quiela","2","18","28","45","4","7","4","1","3","30","5.79","3.21","2.57","0","0","1","0","0","1","0","0","0","1","0","1","0"
"2","Ryakati","2","21","32","52","4","8","4","1","4","34","5.88","3.25","2.62","0","0","1","0","0","1","0","0","0","1","0","1","0"
